index,page_name,page_url,project_url,mhtml_name
471,【星火计划】STM32F411 AIO飞控,https://oshwhub.com/zdw990555060/VL822kuo-zhan-wu,https://pro.lceda.cn/editor#id=312626c022904a6581d5713b143900a0,_星火计划_STM32F411_AIO飞控
472,FunnyPi-全志T113-S3卡片电脑,https://oshwhub.com/flose/funnypi-quanzhi-t113-s3-card-computer,https://pro.lceda.cn/editor#id=c67db7687771416298ab7e1335f12716,FunnyPi_全志T113_S3卡片电脑
473,USB充电器5V2A,https://oshwhub.com/oldfox126/usb-chong-dian-qi-5v2a,https://pro.lceda.cn/editor#id=5791c56a932249f2a1343bbdad1f000b,USB充电器5V2A
474,RK3588掌上主机,https://oshwhub.com/sunluyao/rk3588-personal-mini-host,https://pro.lceda.cn/editor#id=785722c9f3df43e98b96bb262f2dd657,RK3588掌上主机
475,口袋射频时钟源,https://oshwhub.com/z_star/pocket-rf-clock-source,https://pro.lceda.cn/editor#id=71da02246ec244cf9b991291d00f887c,口袋射频时钟源
476,RY-STM32F407 V2.0,https://oshwhub.com/rymcu/ry-stm32f407-v2-0,https://pro.lceda.cn/editor#id=95c4fe4e53794a2e910fcc40974112e3,RY_STM32F407_V2.0
477,可编程计时器-电子木鱼-全彩夜灯_Timer_Z,https://oshwhub.com/double_mumu/timer_z-zhi-neng-ding-shi-qi,https://pro.lceda.cn/editor#id=7cde907069f9452a82d34e4234a63b3d,可编程计时器_电子木鱼_全彩夜灯_Timer_Z
478,ESP32 S3 12K入门刷屏小摆件 NT5510,https://oshwhub.com/nozhihui/look_nt5510_-ping-mu-qu-dong,https://pro.lceda.cn/editor#id=dab67425f1c943dbbaa325e2a1d512f0,ESP32_S3_12K入门刷屏小摆件_NT5510
479,8口全千兆POE供电受电网络交换机-RTL8370N-最大90W,https://oshwhub.com/qsszbsc/8-port-all-gigabit-poe-power-supply-and-receiving-network-switch-maximum-90w,https://pro.lceda.cn/editor#id=f30818141bfc437289e5955809f17b8d,8口全千兆POE供电受电网络交换机_RTL8370N_最大90W
480,X-Laser 矢量激光投影仪,https://oshwhub.com/small-horn-projection-team/x-laser,https://pro.lceda.cn/editor#id=0358a7495fe34016b6fbdf6c175a96b1,X_Laser_矢量激光投影仪
481,简易对讲机,https://oshwhub.com/waterman/simple-intercom,https://pro.lceda.cn/editor#id=caeb191e732d43e8894a267a96c5765e,简易对讲机
482,乐鑫-语音藤球灯项目,https://oshwhub.com/course-examples/le-xin-yu-yin-teng-qiu-deng-xiang-mu,https://pro.lceda.cn/editor#id=d9ab23dc237f4c569c19cb74a3b8f2e9,乐鑫_语音藤球灯项目
483,基于全志T113的串口助手,https://oshwhub.com/huerli/chuan-kou-zhu-shou,https://pro.lceda.cn/editor#id=f63907219360438b9d41b1b746288f97,基于全志T113的串口助手
484,PCIe转M.2(NVMe协议)转接卡,https://oshwhub.com/valar_morghulisd/pcie-zhuan-m-2-nvme-xie-yi-zhuan-jie-ka,https://pro.lceda.cn/editor#id=3ee8a9c38abf4a3aab40291a2d170e31,PCIe转M.2(NVMe协议)转接卡
485,【训练营】bilibili机器狗-天权,https://oshwhub.com/iceiceice/beidoujqr,https://pro.lceda.cn/editor#id=6bccad4b001c4326afbe3334f4f27507,_训练营_bilibili机器狗_天权
486,氛围灯-ws2812,https://oshwhub.com/hkxgood/fen-wei-deng-ws2812,https://pro.lceda.cn/editor#id=171d2591a5fe44cdbcbed27c2756789d,氛围灯_ws2812
487,超迷你版！！USB HUB！,https://oshwhub.com/ylyangling/chao-mi-ni-ban-USB-HUB,https://pro.lceda.cn/editor#id=47b929002a8f422b9c3bbad7ddae4bb6,超迷你版！！USB_HUB！
488,stc89c52rc纪念开发板_51单片机,https://oshwhub.com/week_end/stc89c52rc-fu-gu-pai,https://pro.lceda.cn/editor#id=06cbc3c862fc4bc98b1923e7c2c2e5c4,stc89c52rc纪念开发板_51单片机
489,TEF6638多波段彩屏收音机,https://oshwhub.com/ww990/stm32f103-kong-zhi-ban-dan-la-ba-yi-da-ban,https://pro.lceda.cn/editor#id=15e3748bcfd84b73b9929d874608e003,TEF6638多波段彩屏收音机
490,QCan,https://oshwhub.com/question_h/qcan,https://pro.lceda.cn/editor#id=b9821f14d5d74e2da668739fd96d7814,QCan
491,MPPT控制器100V40A_VS1,https://oshwhub.com/hexiaojunde/mppt-kong-zhi-qi-100v40a_vs1,https://pro.lceda.cn/editor#id=08c0379d68354bf98f8fa1da8677a7a6,MPPT控制器100V40A_VS1
492,【给你的设计添加无线充放电】NU1680无线充电接收端底座,https://oshwhub.com/mondraker/6666,https://pro.lceda.cn/editor#id=b2b8bf357e2c484fadaa2fc08b96a5a8,_给你的设计添加无线充放电_NU1680无线充电接收端底座
493,PCB灯光画（相框版）,https://oshwhub.com/gslnb/pcb-lighting-picture-frame-version,https://pro.lceda.cn/editor#id=5d796189c67f427b9ce1c8599bb95e91,PCB灯光画（相框版）
494,IO_PNP,https://oshwhub.com/qiufengluoye/FIORD_PNP,https://pro.lceda.cn/editor#id=7affb281e7e34d78ab1c7ec844f34963,IO_PNP
495,为台式机设计的USB重力6D传感器,https://oshwhub.com/lzyor/oshwhub-usb-acc-1,https://pro.lceda.cn/editor#id=53b3b278f92e4afabbd4874a38a41de7,为台式机设计的USB重力6D传感器
496,基于TCS34725的RGB颜色识别,https://oshwhub.com/babala_ljj/rgb-color-recognition,https://pro.lceda.cn/editor#id=4e47ca2e19b74636a6d4f76a5566f3e9,基于TCS34725的RGB颜色识别
497,LED-编码器,https://oshwhub.com/ddplys/led-encoder,https://pro.lceda.cn/editor#id=e5c54581317141d9aec88f73716e74cd,LED_编码器
498,ESP32-S3多功能独立副屏[iCRT],https://oshwhub.com/planevina/esp32-s3-multi-function-independent-sub-screen-icrt,https://pro.lceda.cn/editor#id=ba87cafa0f3b44c99ffe59cdf3e1b552,ESP32_S3多功能独立副屏[iCRT]
499,“土豆雷炸弹”-基于智融SW7201的双向快充,https://oshwhub.com/viewofnature/april-fools-day-project,https://pro.lceda.cn/editor#id=5721eb5531ed45a689fd6ccaf500e5d3,“土豆雷炸弹”_基于智融SW7201的双向快充
500,SimpleFOC_X无刷电机驱控一体板(已验证_专业版),https://oshwhub.com/yourallo/simplefoc_x,https://pro.lceda.cn/editor#id=26cb107a6eb94529b1f5e9d7767aa1ab,SimpleFOC_X无刷电机驱控一体板(已验证_专业版)
501,FPGA流光溢彩控制器,https://oshwhub.com/bi4wms/bi4wmsfpgaambilight,https://pro.lceda.cn/editor#id=d2887013a01c4a39a4034866a6ce200b,FPGA流光溢彩控制器
502,4G物联定位控制魔盒(硬件+服务端+APP),https://oshwhub.com/18511895537/iot-type-gps-multi-function-controller,https://pro.lceda.cn/editor#id=34776e527c984124b0596dc93247523f,4G物联定位控制魔盒(硬件+服务端+APP)
503,AiPi-UNO-ET485 LoRa扩展板—AiPi-LoRaBoard,https://oshwhub.com/ai-thiner_openteam/aipi-loraboard_v1-1,https://pro.lceda.cn/editor#id=eb8ee6a203314bbfa26f0a66f8ed89a3,AiPi_UNO_ET485_LoRa扩展板—AiPi_LoRaBoard
504,基于FS312BH的PD3.1诱骗器,https://oshwhub.com/heyh/FS312BH_PD_Decoy,https://pro.lceda.cn/editor#id=b0386360c6774dd9a09e779ef85a7c9b,基于FS312BH的PD3.1诱骗器
505,USB+同轴输入解码耳放,https://oshwhub.com/xyzdiy/open-mdl7601-9018-hpa,https://pro.lceda.cn/editor#id=e5070b73e40949c7b3a1669217e373d2,USB+同轴输入解码耳放
506,大电流： XL4003降压板 ！！,https://oshwhub.com/ylyangling/da-dian-liu-XL4003xiang-ya-ban,https://pro.lceda.cn/editor#id=05bd8b048c724ace951de567b357b01f,大电流：_XL4003降压板_！！
507,CloseMV-原汁原味的OpenMV4体验[doge],https://oshwhub.com/bigbirdzzz/closemv4,https://pro.lceda.cn/editor#id=60b18db4f83740d689f46dda3371e0e4,CloseMV_原汁原味的OpenMV4体验[doge]
508,基于ESP32驱动陶晶池串口屏幕,https://oshwhub.com/yueaaa/serial-port-screen-driver-based-on-esp32,https://pro.lceda.cn/editor#id=1d01d248bffd4f2c8d3eba5370269c20,基于ESP32驱动陶晶池串口屏幕
509,ECHO-PD3.0加热台,https://oshwhub.com/a1298703610/echo-pd3-0-jia-re-tai,https://pro.lceda.cn/editor#id=e264d7ea1f4d47dbafbc47d5ea88dbd1,ECHO_PD3.0加热台
510,核辐射检测仪_盖革米勒计数器,https://oshwhub.com/uwuwudhjhajj/Geiger-miller-counter,https://pro.lceda.cn/editor#id=9acdb15ab33848578ccadd6bc9d7fd9c,核辐射检测仪_盖革米勒计数器
511,SEPIC _solution_XL6019,https://oshwhub.com/little_grasshopper/sepic-_solution_xl6019,https://pro.lceda.cn/editor#id=3de1048daae94720ad621e4cd6f1e05a,SEPIC__solution_XL6019
512,DIY迷你的720P投影仪,https://oshwhub.com/weiveiliang/miniprojector720p,https://pro.lceda.cn/editor#id=305c44d4abc64de981dc2c0da8b48873,DIY迷你的720P投影仪
513,基于IP5389移动电源,https://oshwhub.com/li31951/ji-yu-ip5389-yi-dong-dian-yuan,https://pro.lceda.cn/editor#id=d52b6eec442e4af79c38cc5556095b2e,基于IP5389移动电源
514,STC32G12K128核心板-USB下载,https://oshwhub.com/wei-lai-dian-zi-gong-zuo-shi/zui-xiao-xi-tong-stc32g12k128-hid-xia-zai,https://pro.lceda.cn/editor#id=3d087bda1be44ddaa3c0d4730de8d1b7,STC32G12K128核心板_USB下载
515,基于BLHeli_S固件的四合一电调（ESC）30.5mm版本,https://oshwhub.com/mtbsk8/ji-yu-blheli-gu-jian-de-si-he-yi-wu-shua-dian-ji-dian-diao-esc-30-5mm-ban-ben,https://pro.lceda.cn/editor#id=2c39c8ecea8a425583e5338da91590a9,基于BLHeli_S 固件的四合一电调（ESC）30.5mm版本
516,基于BLHeil_S固件单体无刷电机电调（ESC）,https://oshwhub.com/mtbsk8/ji-yu-blheil_s-gu-jian-dan-ti-wu-shua-dian-ji-dian-diao-esc,https://pro.lceda.cn/editor#id=d91cd01c6f1741189e1135c396ffdd2d,基于BLHeil_S固件单体无刷电机电调（ESC）
517,7轴3D打印机主板SPARROW-7z低成本、小巧强大专为klipper固件灵活配置而制,https://oshwhub.com/joujoo/sparrow-7z_lite,https://pro.lceda.cn/editor#id=c81619bc50394f8e9032e1606cc5892c,7轴3D打印机主板SPARROW_7z低成本、小巧强大专为klipper固件灵活配置而制
518,基于TPA6120的全新便携高性能耳放|TPA6120A2|耳机功率放大器,https://oshwhub.com/vrxiaojie/portable-bluetooth-headphone-amplifier-based-on-tpa6120,https://pro.lceda.cn/editor#id=d2d48041e7f34ded817848ff57d38d85,基于TPA6120的全新便携高性能耳放_TPA6120A2_耳机功率放大器
519,隔空手势操控器 [BlueGo],https://oshwhub.com/geekfantasy/fei-shu-shou-shi-cao-kong-wai-sh,https://pro.lceda.cn/editor#id=64664a3a6eb74b20babf0246a8b16503,隔空手势操控器_[BlueGo]
520,【已验证】IP5389+BM3451小体积移动电源,https://oshwhub.com/voidloop/project-001315,https://pro.lceda.cn/editor#id=354a05c621f649c198a61ba71a34a2e2,_已验证_IP5389+BM3451小体积移动电源
521,【MiniT12】彩屏便携式电烙铁,https://oshwhub.com/la-xian-xiao-dui-v1.0/t12_mini-rev2-1,https://pro.lceda.cn/editor#id=ced64945d5884d60a06aa4ff84e930c0,_MiniT12_彩屏便携式电烙铁
522,对握力器进行趣味智能改造,https://oshwhub.com/fly_yang/toy_hand_game_big_pie,https://pro.lceda.cn/editor#id=56c578a9e58240eba26e2b38771e747f,对握力器进行趣味智能改造
523,无损音频4进1出切换器（不共地）,https://oshwhub.com/aknice/yin-pin-4-qie-1-qie-huan-qi-bu-gong-di,https://pro.lceda.cn/editor#id=d6b84f813aae409e94fda3c5b82ecbcd,无损音频4进1出切换器（不共地）
524,【水晶心灯】Heart LED,https://oshwhub.com/ghgjkh/beating-heart,https://pro.lceda.cn/editor#id=69060f7134244a94836a2c685d7be6b1,_水晶心灯_Heart_LED
525,太阳能植物自动培育仓,https://oshwhub.com/bzpass/solar-plant-automatic-cultivation-warehouse,https://pro.lceda.cn/editor#id=376bf82b62bf4a2293347e1610e65f0b,太阳能植物自动培育仓
526,gsm-fm桌面多功能收音机,https://oshwhub.com/yeshengchengxuyuan/gsm-fm-desktop-multi-function-radio,https://pro.lceda.cn/editor#id=a1e985a2cf1b47fd853f41147d448ad0,gsm_fm桌面多功能收音机
527,JLink-OB_32f072，带虚拟串口（CDC）,https://oshwhub.com/lsanor/j-link-ob-stm32f072_v1-2,https://pro.lceda.cn/editor#id=f86cfb4be54f496a9a6efdb793d5e629,JLink_OB_32f072，带虚拟串口（CDC）
528,MPY-CASSETTE-PLAYER-V4,https://oshwhub.com/jd3096/mpy-cassette-player-v4,https://pro.lceda.cn/editor#id=cbac505b23e64aaeb1c086cadb393b42,MPY_CASSETTE_PLAYER_V4
529,TP78-基于CH582M的小红点VIA三模客制化键盘,https://oshwhub.com/bibilala/tp78_2022-08-31,https://pro.lceda.cn/editor#id=7ead3d6aec814ab9ac982c49b09a62e9,TP78_基于CH582M的小红点VIA三模客制化键盘
530,便携式心电图,https://oshwhub.com/lmppbba/portable-ecg,https://pro.lceda.cn/editor#id=0bde20d124e24da9ab228756d70048a8,便携式心电图
531,200W桌面电源双C双A,https://oshwhub.com/sm_brie/200w-dian-yuan-shuang-c-shuang-a,https://pro.lceda.cn/editor#id=3f7fe96febb2438ba9f55cb01adb5277,200W桌面电源双C双A
532,手持暴力吹风机PRO,https://oshwhub.com/wzw666/huhuhu-pro,https://pro.lceda.cn/editor#id=ac86a2f9ebd7426681064d13d3b6d011,手持暴力吹风机PRO
533,双目手机热成像仪,https://oshwhub.com/colourfate/binocular_thermal_imager,https://pro.lceda.cn/editor#id=0d83ea72d894448d8692ec386f791661,双目手机热成像仪
534,高速无线DAP调试器Lite,https://oshwhub.com/ylj2000/dap_hs_esp_open,https://pro.lceda.cn/editor#id=f4bd7f636fa341da997e2a6e8b75384f,高速无线DAP调试器Lite
535,基于梁山派自平衡O型独轮车,https://oshwhub.com/ting-dang-zhi-hui-dui11111/based-on-liangshan-pai-self-balancing-o-type-unicycle,https://pro.lceda.cn/editor#id=6b32e3ef3da743caa5a9780024fd39d5,基于梁山派自平衡O型独轮车
536,赛博魔杖_V851s_Bmi088_Keras,https://oshwhub.com/realtix/cyber-wand-v851s_bmi088_keras,https://pro.lceda.cn/editor#id=445955e9169643cca9fa3e884c0a2cf6,赛博魔杖_V851s_Bmi088_Keras
537,无线电子温度仪,https://oshwhub.com/swtman/wireless-electronic-thermometer,https://pro.lceda.cn/editor#id=cd22c183fe6c409ca2a3071a1b930e35,无线电子温度仪
538,"过赛博新年,发赛博红包（2024版）",https://oshwhub.com/aknice/hong-bao-feng-mian,https://pro.lceda.cn/editor#id=f74e4ac2bd5d47c289a106833f284676,"过赛博新年,发赛博红包（2024版）"
539,8轴/6轴STM32F446VET6打印机3D打印机主板klipper用,https://oshwhub.com/llllllllld/stm32f446vet6-printer-3d-printer-motherboard,https://pro.lceda.cn/editor#id=8f34d5d9f3624a01ad05d6006ad525e6,8轴_6轴STM32F446VET6打印机3D打印机主板klipper用
540,开关电源实验平台,https://oshwhub.com/hahahawoshishabi/ke-long,https://pro.lceda.cn/editor#id=c7ff5db02fe143579451dacbed81e558,开关电源实验平台
541,OeScreen,https://oshwhub.com/gffdgj/oescreen_1-0-0,https://pro.lceda.cn/editor#id=b5b50ccad69d41f49ca47f76b1c3f8b0,OeScreen
542,支持PD\QC快充的带液晶3S锂电池充电器,https://oshwhub.com/xifengzui/shi-yong-tpyec-kuai-chong-chong-dian-tou-dai-ye-jing-de-3s-li-dian-chi-chong-dian-qi,https://pro.lceda.cn/editor#id=5a65fe105f1d41c9933a2ce3f9e238aa,支持PD_QC快 充的带液晶3S锂电池充电器
543,[LiClock]可编程墨水屏时钟,https://oshwhub.com/lxu0423/ESP32-duo-gong-neng-mo-shui-ping,https://pro.lceda.cn/editor#id=3beac4746b1146f9b84d7be577a81e9a,[LiClock]可编程墨水屏时钟
544,RTL8367S网管交换机-VLAN低成本 修改版和面板,https://oshwhub.com/xiaomujiang/rtl8367s-wang-guan-jiao-huan-ji-vlan-di-cheng-ben,https://pro.lceda.cn/editor#id=81aba12117f1410186963e2111264277,RTL8367S网管交换机_VLAN低成本_修改版和 面板
545,手提式信标灯,https://oshwhub.com/qxqpcb/portable-beacon-light,https://pro.lceda.cn/editor#id=bede8b5f914c484a88d361de897c385f,手提式信标灯
546,VFD显示模块-SAN-HNV,https://oshwhub.com/yc_chen/vfd-xian-shi-mo-kuai-san-hnv,https://pro.lceda.cn/editor#id=64e2a5a8a0e942e79a0a12482fd35f92,VFD显示模块_SAN_HNV
547,摸鱼自定义单键小键盘CH552,https://oshwhub.com/anbin/fish-custom-single-key-keypad-ch552,https://pro.lceda.cn/editor#id=857b67355cc847ac8749729c68a253f0,摸鱼自定义单键小键盘CH552
548,UPS 单相在线式不间断电源(A题)-2022年山西省电子设计大赛-省一方案,https://oshwhub.com/hxp119/2022-nian-dian-sai-sheng-yi-dian-yuan,https://pro.lceda.cn/editor#id=6ae5bf35d0cf4e0286ff58e7bbd1ad72,UPS_单相在线式不间断电源(A题)_2022 年山西省电子设计大赛_省一方案
549,USBAirborne,https://oshwhub.com/PushEAX/3079905e2c434c54902d77ab60f6c747,https://pro.lceda.cn/editor#id=85e447c028454771b16d8bb397aebfb3,USBAirborne
550,GPS随身模块V2.0,https://oshwhub.com/trustedzxz/gps-sui-shen-mo-kuai-v2-0,https://pro.lceda.cn/editor#id=cd08b852f66d407686a315312809f2e9,GPS随身模块V2.0
551,瑞芯微RK3399的主板,https://oshwhub.com/jianghaibo/ruixin-micro-rk3399-motherboard,https://pro.lceda.cn/editor#id=2e1d518f9c2740f39d2a3014888c6f04,瑞芯微RK3399的主板
552,基于CW32的多功能函数信号发生器设计,https://oshwhub.com/cheerfulness/signal-acquisition-and-processing,https://pro.lceda.cn/editor#id=87bde1f61d5a43969b58e38348fce529,基于CW32的多功能函数信号发生器设计
553,【实验室】基于STM32H723ZGT6核心板设计 | 湖南工业职业技术学院,https://oshwhub.com/maicostow/stm32h723-he-xin-ban,https://pro.lceda.cn/editor#id=5017c4fb517b46609e4a2b5af4bde499,_实验室_基于STM32H723ZGT6核心板设计___湖南工业职业技术学院
554,基于ESP32的儿童睡前故事机,https://oshwhub.com/waterman/story-ESP32,https://pro.lceda.cn/editor#id=9ddff893f28542f7a412e643d7df83c1,基于ESP32的儿童睡前故事机
555,LCD1602高刷时钟 89C52,https://oshwhub.com/cv90_105/LCD1602shu-ma-guan-shi-zhong,https://pro.lceda.cn/editor#id=5c0c2f5faf24477db647589717523ee3,LCD1602高刷时钟_89C52
556,三阶魔方还原机器人,https://oshwhub.com/hemn/third-order-rubiks-cube-restore-robot,https://pro.lceda.cn/editor#id=d1d88b6143d34a41b942d454d3406d4a,三阶魔方还原机器人
557,【雪花灯】彩色丝印版,https://oshwhub.com/lioasis/xue-hua-deng,https://pro.lceda.cn/editor#id=60e74a6b2c654de9a0136b99742df49b,_雪花灯_彩色丝印版
558,DC低压恒温铝基板加热台ESP32主控,https://oshwhub.com/luosgzs/ESP32-SMT-hot,https://pro.lceda.cn/editor#id=91181a931f9843289a8102172b210b9f,DC低压恒温铝基板加热台ESP32主控
559,015_PCIEx1 to m.2 key_e,https://oshwhub.com/zyz1010/pcie-wifi,https://pro.lceda.cn/editor#id=c1c96a67a92b409a93e0b81fa2401734,015_PCIEx1_to_m.2_key_e
560,最丐17+4TPRO机械键盘,https://oshwhub.com/yangzen/xing-huo-ji-hua-zui-gai-17-4-chu-mo-ji-xie-jian-pan-pro,https://pro.lceda.cn/editor#id=3e3c7725251c4456ad91cd88308944ff,最丐17+4TPRO机械键盘
561,有线智能家居解决方案,https://oshwhub.com/soest/zhi-neng-gong-zuo-zhan,https://pro.lceda.cn/editor#id=cd0dafd915884972a2e047b605851299,有线智能家居解决方案
562,基于英飞凌IM68A130模拟输出MEMS硅麦的高音质麦克风,https://oshwhub.com/upoaktreesup/im68a130-mems,https://pro.lceda.cn/editor#id=b040084580274b4791f2c37162c96e91,基于英飞凌IM68A130模拟输出MEMS硅麦的高音质麦克风
563,四足机器人,https://oshwhub.com/affinia/si-zu-ji-qi-ren-affinia,https://pro.lceda.cn/editor#id=316c7f8840a74e879c907b0e89ee9a34,四足机器人
564,桌面充电站（2C 65W 1A 65W 10A 5W),https://oshwhub.com/dongduzhilang/duo-kou-kuai-chong-zhuo-mian-dian-yuan-65w-65w-65w-65w,https://pro.lceda.cn/editor#id=a558ffd33f0b481db2bba9e71b6ad912,桌面充电站（2C_65W_1A_65W_10A_5W)
565,86型五孔计量插座10A,https://oshwhub.com/oldfox126/86xing-wu-kong-ji-liang-cha-zuo-10a,https://pro.lceda.cn/editor#id=d4ee28e578f141c1a7690ac0f12e8b39,86型五孔计量插座10A
566,一种分布式无线测控平台,https://oshwhub.com/starsky2019/wireless_OC,https://pro.lceda.cn/editor#id=a913b95aa2eb4df99cdb21ab47c60ee9,一种分布式无线测控平台
567,毕设-智能语音风扇,https://oshwhub.com/maicostow/bi-she-zhi-neng-yu-yin-feng-shan,https://pro.lceda.cn/editor#id=ac8d24adc99c44a2bbdedbed470366d4,毕设_智能语音风扇
568,全志D1s智能家居中控虚拟光渲交互(86盒),https://oshwhub.com/fanlingg/D1s-smart-home-control,https://pro.lceda.cn/editor#id=32e25797dced4d0e94e3b6762d0936b0,全志D1s智能家居中控虚拟光渲交互(86盒)
569,迷你电子台历,https://oshwhub.com/walkline/mini-calendar,https://pro.lceda.cn/editor#id=e18fbbe4167648e9bd1a19dcac8da799,迷你电子台历
570,便携的充电式电子负载,https://oshwhub.com/hungryheart66/charge_e-load,https://pro.lceda.cn/editor#id=9d9dc589f3894b918c526cc29bb999b3,便携的充电式电子负载
571,【星火计划】8口千兆交换机RTL8370N,https://oshwhub.com/ay08/8kou-qian-zhao-jiao-huan-ji,https://pro.lceda.cn/editor#id=94b2e983fd45424ca2f372e014b953e5,_星火计划_8口千兆交换机RTL8370N
572,足轮机器人,https://oshwhub.com/yigelunzifeixiang/zu-lun-ji-qi-ren,https://pro.lceda.cn/editor#id=485297792da14d2eb113082635c4875d,足轮机器人
573,六足机器人,https://oshwhub.com/ryzee/Hexapod-robot,https://pro.lceda.cn/editor#id=32bae3e8f80844e78d4bafb11dc57708,六足机器人
574,PEX8796_PCIE_GEN3_24PORT_Switch,https://oshwhub.com/malong/PEX8796_PCIE_GEN3_24PORT_Switch,https://pro.lceda.cn/editor#id=9d2212ab72d245bf887b3409b3b3b774,PEX8796_PCIE_GEN3_24PORT_Switch
575,基于STM32的高频可调信号源设计,https://oshwhub.com/cheerfulness/mu-ni-xin-hao-bo-xing-xian-shi-f,https://pro.lceda.cn/editor#id=a679ff845b164fedab88cdebc91cdf06,基于STM32的高频可调信号源设计
576,DIY_SmartWatch_S3,https://oshwhub.com/seanfan/DIY_SmartWatch_S3,https://pro.lceda.cn/editor#id=345c49a1b4784cae9fa8cfdef30d749c,DIY_SmartWatch_S3
577,迷你锡炉,https://oshwhub.com/code504/mi-ni-xi-lu,https://pro.lceda.cn/editor#id=e702f629652244eba21cb726bf1539fc,迷你锡炉
578,PixelTime 电子手表,https://oshwhub.com/kakaka/PixelTime,https://pro.lceda.cn/editor#id=a1b710a516474b00a0d71739d7cc0b34,PixelTime_电子手表
579,触屏迷你电子负载,https://oshwhub.com/flyn/mi-ni-dian-zi-fu-zai,https://pro.lceda.cn/editor#id=ffb29e57afb042f08741601e199edf5b,触屏迷你电子负载
580,IP5389BZ+IP6829的100W有线15W无线的带灯带屏幕充电宝,https://oshwhub.com/travellium/IP5389BZ,https://pro.lceda.cn/editor#id=9b562003df5643099086cb723f24feec,IP5389BZ+IP6829的100W有线15W无线的带灯带屏幕充电宝
581,bbAir 气泡显示器,https://oshwhub.com/corebb/bbair_5v,https://pro.lceda.cn/editor#id=0b90368623eb45dd803c37d54fefd6e0,bbAir_气泡显示器
582,ESP32S3 LCOS小投影,https://oshwhub.com/myzhazha/tou-ying,https://pro.lceda.cn/editor#id=a66e71fec72844b6b25172366216a095,ESP32S3_LCOS小投影
583,多功能机械轴体科学计算器,https://oshwhub.com/shaoduan/sci-calc,https://pro.lceda.cn/editor#id=224f3ef480d143ad85f6b56821087fef,多功能机械轴体科学计算器
584,ESP32_32E桌面天气终端,https://oshwhub.com/trustedzxz/esp32_32e-zhuo-mian-tian-qi-zhong-duan,https://pro.lceda.cn/editor#id=3be8e1bf7e3043a4b2f89b5333e0e43f,ESP32_32E桌面天气终端
585,基于stm32的机械四爪,https://oshwhub.com/c2662410255/mechanical-four-claws-based-on-stm32,https://pro.lceda.cn/editor#id=a613745108c549889927161b727f8f32,基于stm32的机械四爪
586,ESP32墨水屏温湿度计,https://oshwhub.com/freedopm/aniya_epd,https://pro.lceda.cn/editor#id=9d83f04a5c6b4ede9bbd8639187dc1c1,ESP32墨水屏温湿度计
587,可调数控电源,https://oshwhub.com/wqlll/zhuo-mian-chong-dian-qi,https://pro.lceda.cn/editor#id=9eaaed310c9c466fafde7e2bf3f7c084,可调数控电源
588,CV键盘三键键盘四键键盘九键键盘有线小键盘,https://oshwhub.com/lh118/136,https://pro.lceda.cn/editor#id=f57c02c4c8e940cf960dfc560d747446,CV键盘三键键盘四键键盘九键键盘有线小键盘
589,Yuzuki Rosetta 低成本 Linux 开发板,https://oshwhub.com/100askteam/84fd91f588d144bcbf3b3d343d0d8a4b,https://pro.lceda.cn/editor#id=76973b185a054b648ebe7ae44158d5ab,Yuzuki_Rosetta_低成本_Linux_开发板
590,ESP32-C245无线烙铁,https://oshwhub.com/fj956391150/ESP32-wu-xian-lao-tie,https://pro.lceda.cn/editor#id=245aaec9b25145d3a203304578a1f359,ESP32_C245无线烙铁
591,ESP8266远程电脑开机模块,https://oshwhub.com/lc912778813/stc8h1k28-kai-fa-ban,https://pro.lceda.cn/editor#id=119b8156912946fca7f03ca1d1d3d6e8,ESP8266远程电脑开机模块
592,Xduino_A1,https://oshwhub.com/pharos/bb654a6092ba4ee9bab85774cdbc03ea,https://pro.lceda.cn/editor#id=bcf3c3ebc21b43458e1d45e02062a253,Xduino_A1
593,入门级航模套件，基于国产ESP8266/32芯片模组打造的,https://oshwhub.com/8bitgame/ESP8266_32_FCS,https://pro.lceda.cn/editor#id=9e706d35d1a04cce9a75ba0cfbdcb0f5,入门级航模套件，基于国产ESP8266_32芯片模组打造的
594,高速无线DAP调试器,https://oshwhub.com/ylj2000/dap_hs_wl_v0-4,https://pro.lceda.cn/editor#id=101d051bc949425b92ab84fd24b04b7c,高速无线DAP调试器
595,10Gbps超高速NVMe/M.2移动硬盘盒-JMS583,https://oshwhub.com/aknice/jms583-demo,https://pro.lceda.cn/editor#id=408136c513f2493995fde94e2d6d8621,10Gbps超高速NVMe_M.2移动硬盘盒_JMS583
596,PingFOCerLite_V2.0,https://oshwhub.com/hbozyq/PingFOCerLite_V2.0,https://pro.lceda.cn/editor#id=a54712961ef34135bc34444804b8ba84,PingFOCerLite_V2.0
597,LT6911C MIPI开发板,https://oshwhub.com/lemon_wifi/LT6911C,https://pro.lceda.cn/editor#id=bcbac44494b0469dad3dec5d5da325f0,LT6911C_MIPI开发板
598,大功率2KW不间断电源,https://oshwhub.com/leichaolin/da-gong-shuai-2KWbu-jian-duan-di,https://pro.lceda.cn/editor#id=9281d40288f142b5bd8cf5e6b5a74bdc,大功率2KW不间断电源
