index,path,name
2598,\chenling93\shi-ge-yu-san-xing-850EVOwai-qia,适合于三星850EVO外壳的SATA转MSATA
2599,\qwer521\stc8051u-lqfp48-based-lori-remot,基于STC8051U_LQFP48的萝莉遥控器_V1.0
2600,\studingstudent\dian-ci-pao-v3-0-gai-kan-zhe-ge,电磁炮V3.1
2601,\zhbaa\hi-stc-chuan-kou-shao-lu-qi,Hi_STC_串口烧录器
2602,\zhbaa\dc12v-zhuan-5vusb-zhuan-jie-ban,DC12V转5VUSB转接板
2603,\zhbaa\power-ams1117-mode,POWER_AMS1117_MODE
2604,\eirik\imitation-dajiang-b-board,STC32G12k128
2605,\dfjk\lazy-people-switch-lights,懒人开关灯
2606,\mangting\51,USB转双串口学习板
2607,\roboticlib\yi-yan-zheng-robocon2024-zheng-che-tuo-pu,[已验证]_ROBOCON2024整车电路拓扑
2608,\dy130810\esp12-f_adapterboard,ESP_12F_AdapterBoard
2609,\lennone\stm32-minimum-system-board,STM32最小系统板
2610,\vix785\esp12f-login,微信小程序_远程触屏点击器
2611,\124hx\simple-digital-oscilloscope,#训练营#简易数字示波器
2612,\expect_2257\she-pin-guan-jia-la-gan-tian-xian-ban,射频管家（拉杆天线版）
2613,\angrymugul\usb-dian-liu-biao,USB电流表
2614,\asdjiu011\6v-huo-zhe-5-4v3000f-dian-han-ji,双电容3000F点焊机
2615,\yonghun\simple-digital-oscilloscope-based-on-stm32,#训练营#基于STM32的简易数字示波器
2616,\gnosis\usb-zhuan-rs485-mo-kuai,USB转RS485模块
2617,\nanayyu\s-blz6721800a,#训练营#s_blz6721800A
2618,\sexmo\k5si4732,UV_k5,UV_K6_加装SI4732
2619,\retong\stm32-xiao-che-di-ban,STM32小车底板
2620,\id_4457478585\dian-nao-feng-shan-kong-zhi-ban-_,迷你tpye_c电脑风扇控制板，把你的闲置电脑风扇利用起来！
2621,\CYIIOT\eBcdsNRdTgIdi0qpnLxqArZfTHDWK1Pq,CH340K_USB_TYPE_C__to_TTL
2622,\qoo441953309\microbox34,Microbox34
2623,\bobozhuzhu\making-simple-oscilloscope-based-on-lichuang-development-board-gd32,#训练营#基于立创开发板GD32制作简易示波器
2624,\seanpu\nodemcuesp8266,esp_12F_打的开发板
2625,\maplesong\lighting-development-board-based,基于STC8H8K64U的点灯开发板
2626,\budebu\simple-digital-oscilloscope,#训练营#基于STM32的简易数字示波器
2627,\xibei189911\design-of-industrial-control-boa,基于STC单片机的工控板设计
2628,\adole\jia-li-chuang-wen-shi-du-xun-lian-ying-esp32-sht40,嘉立创温湿度训练营_SHT40
2629,\sumywy\ip2326_2s_3s-chong-dian-guan-li-qi,IP2326_2S_3S充电管理器
2630,\doctorfate\pai-hub_4,USB拓展坞
2631,\depboy\pcie-wai-zhi-si-kou-wang-ka,miniPCIE外置四口网卡
2632,\51xiang-mu\stc8h8k64u-minimum-system-board,STC8H8K64U最小系统板
2633,\yuehuaying\esp8266-chi-dao-yi,月华赤道仪
2634,\yuehuaying\esp8266-lan-ya-kuai-men-xian,月华无线快门线
2635,\hzcy\mkeyd-dial-v9a,无线旋钮
2636,\tomyhzx\esp-01s-mos-kai-guan-ban,ESP_01s_MOS开关板
2637,\abnerh\stc-gadgets,STC小工具开发板
2638,\li0693\gd32-oscilloscope,#训练营#基于GD32的简易数字示波器项目_5231305A
2639,\mvp_mvp\mvp-creative-contest,STC8H8K64U系统板
2640,\esp-college\esp-keyboard,ESP_KeyBoard
2641,\mmaarrk\WLED_WS2812B-5050,WLED_合宙ESP32_C3
2642,\jlc-ljh\hai-kang-qiu-ji-ji-xin-zhuan-jie-ban-3-0-gai-ban,海康球机机芯转接板
2643,\ykb345\stc-7676839a,STC_7676839A
2644,\vrxiaojie\simple-digital-oscilloscope-project-based-on-gd32-7508164a,#训练营#基于STM32F103C8T6的简易数字示波器
2645,\714287a\51-tracking-car,51循迹小车
2646,\xiaohanxdzdy\debugger-with-power-supply-when-,_XHZL_Link_OLED_屏幕复用串口时的调试器（带供电）
2647,\kikoq\am32-at32-esc,AT32的AM32电调（支持HF32）
2648,\jkkk39580\Keyset-MP3,破碎方块
2649,\chancenj\triplekey_v2_1,TripleKey小键盘米家拓展方案改进版
2650,\djordje\voice-activated-humidifier,电压比较电路
2651,\mmdqtq\usb20-multifunctional-expansion-,基于CH339F的USB2.0多功能拓展坞
2652,\qingwa2009\myxboxgamepad,自制xbox_SwitchPro_DualSense_蓝牙手柄
2653,\g13670609\design-of-oscilloscope-based-on-lichuang-gd32-development-board,#训练营#基于GD32的简易示波器设计+1751244A
2654,\zhenghongyang\stc-development-board,STC开发板
2655,\ancyt\stc-development-board,stc32g12k128_lqfp64'最小系统板
2656,\yizhidianzi\pn532-rfid-deugger,[已验证]_PN532RFID_NFC调试器
2657,\0930sss\oscilloscope-1318522a,#训练营#示波器_1318522A
2658,\fireflyluo\robot-car-based-on-stm32,基于STM32的机械手小车
2659,\ikalyes\duo-xie-yi-zhuo-mian-chong-dian-zhan-2-0,多协议桌面充电站2.0
2660,\yeguorong418\hui-mang-wei-zui-xiao-xi-tong-ban,辉芒微8位最小开发板_芯片0.35元_
2661,\colorful-sun\kabuterimon,kabuterimon__CH32_四合一无刷电调_
2662,\yizhidianzi\j-linkv9,[已验证]带保护，高颜值的J_Link_V9_Base
2663,\wuketidai\stc32g12k128-development-board,STC32G12K128开发板
2664,\zsw_designer\dian-zi-sh,#第八届立创电赛#基于瑞萨单片机的桌面电子钟设计
2665,\ptao9702\bluetooth-proximity-switch-for-e,电子小项目之蓝牙接近开关
2666,\iamdt\she-ying-deng-sheng-ya-ban-v8,光锤200升压板
2667,\ptao9702\nfc-edition-iron-sword,NFC版铁剑
2668,\sumywy\esp-tong-yong-xia-zai-qi-_-tan-zhen,ESP通用下载器_探针（已验证）
2669,\jason0621\project-stc32g12k128k-developmen,基于STC32G12K128K开发板设计
2670,\yuyin1\stc32g12k128-minimum-plate,STC32G12K128最小板
2671,\samomi\stlink-v21-os-yi-yan-zheng,STLINK_V2.1(已验证)
2672,\iamdt\guang-chui-200-zhu-kong-ban,光锤200主控板
2673,\william9527\ch592xdemoboard,CH592X测试板
2674,\oritech\che-zai-yin-dong-quan-_-wu-xian-chong-dian_transfer,车载音动圈_摆件_(車)
2675,\lpboss\ros-lower-machine-based-on-stm32,树莓派ros小车的下位机
2676,\xbbtaxx\stm32f407vet6-he-xin-ban,STM32F407VET6核心板
2677,\chen1010\ultra-mini-usb-to-dual-serial-po,_超迷你_基于STC单片机的USB转双串口
2678,\annian0\stc8h-.roboti.carm-car-control,STC8H8K64U_机器人_机械臂_小车_蓝牙控制板
2679,\kangwu\stc-single-version-machine,stc8最小系统开发板
2680,\kivensjiang\miyoo_joy,Miyoo横版2.8带摇杆
2681,\hongsc\stc32g12k128-core-board-children,STC32G12K128核心板儿童
2682,\gaokai186\pwm-multi-function-fan-speed-con,PWM_多功能风扇调速模块
2683,\jasonyang17\liang-shan-pai-shi-bo-qi-shuang-tong-dao,梁山派桌面示波器
2684,\u202213836\usb20-expansion-dock-based-on-sl21a,基于SL2.1A的USB2.0拓展坞
2685,\seanpu\ch224k,ch224k_简单诱骗9v_,12v
2686,\new.light\hqiao-ni-bian-qi-1,SIC碳化硅H桥逆变器
2687,\liam619\gbgame-32kb-dual-head-burn-card,GB游戏32KB双头烧录卡
2688,\iamdt\guang-chui-200-dian-chi-bao-hu-ban-2,光锤200电池保护板
2689,\xuwei4516\eastmartrix-pixel-clock-master,EastMartrix像素时钟主控
2690,\wslsm\llplc_v1-1,工控板PLC_V1.1
2691,\chu_qiu\tps40210-sepic-cuk,基于TPS40210的15_24V输入，±35V输出电源
2692,\zhaoyunhao\ta7642-am-receiver,TA7642_AM_Receiver
2693,\caneve\tiny_light,tiny_light
2694,\syh98\intelligent-camping-atmosphere-lamp,智能露营氛围灯
2695,\caneve\1s_mini_up_down_charge,1s_mini_up_down_charge
2696,\william9527\picoprobe,树莓派pico的debug_probe简单版
2697,\lxw4864607\electronbot-yu-yin-ban,ElectronBot精英版
2698,\pdskill\chameleon-chameleondevkit-replic,变色龙chameleon_dev两层版本ICID模拟嗅探已验证！
2699,\lcdong\stm32g431-development-board-buil,STM32G431开发板_内置STLINK
2700,\uid285292883\iap15f2k61s2-lqfp44-to-dip40,IAP15F2K61S2_LQFP44转DIP40
2701,\quan-guo-dian-sai\tps7a49-ldo,TPS7A49_LDO模块
2702,\laobainb\matrix-keyboard,矩阵键盘
2703,\erzhuzi\ink-card,STC8H8K64U开发板
2704,\czp1234\bu-jin-zhuan-pan,步进转盘
2705,\wq1310699368\220v-long-life-led-lighting-boar,220V长寿LED照明灯板_KP1063
2706,\geekfactory\minipcie,半高miniPCIE转标准PCIEx1接口板，可扩展独显
2707,\william9527\logicpen,逻辑电平测试笔
2708,\wangyimcyes\tp4056-wen-ya-3v3-chong-fang-yi-ti-ban,超小3V3充放电稳压板
2709,\sumywy\air001-kai-fa-ban,Air001最小开发板（已验证）
2710,\ji-guang-lei-da\analog_photonv2-jlc,Analog_PhotonV2_JLC
2711,\sexmo\shuang-li-chong-dian-ban-zi,FD568Z电池
2712,\12306w\low-cost-daplink,低成本daplink
2713,\12306w\stm32f103rct6-core-board,STM32F103RCT6核心板
2714,\lceadhdj\cai-se-si-yin-chi-zi-jia-li-chuang-eda-ban,彩色丝印尺子_嘉立创EDA版
2715,\brynda_cameron\dian-zi-sh,#第八届立创电赛#电子时钟
2716,\mushkg\an-xin-ke-uwb-ce-ju-mo-kuai,安信可uwb测距模块
2717,\william9527\rp2040logicanalyzer,RP2040逻辑分析仪
2718,\zengxianhui\mic-yun-fang,mic咪头和音频混合电路
2719,\lin_xiaoyan\stc-motor-development-board,STC电机开发板
2720,\dusushuai\based-on-huawei-server-power-sup,华为服务器电源改桌面供电站
2721,\hbozyq\pciex1-to-m2nvmekeyb2242-specifi,PCIEx1转M.2_NVME_KeyB_2242规格
2722,\pozerg\stc-development-board-xinphase-m,STC开发板鑫期商
2723,\jusha\ch582-san-mo-jian-pan,妙控A1314_pro_plus三模键盘
2724,\dddcy11\ya-ling-1-0-chang-tiao,智能趣味哑铃
2725,\quan-guo-dian-sai\dian-sai-mo-kuai-tps5450-jiang-ya-mo-kuai,_电赛模块_TPS5450降压模块
2726,\lovelessing\tai-shan-pai-shou-ji-ping-zhuan-jie-ban,泰山派手机屏转接板
2727,\chen1010\solar-flashlight,太阳能手电筒
2728,\t-jupiter\leb-4-3rgb_v2-0,LEB_4.3RGB_V2.0
2729,\led_terminator\home-air-quality-detection-syste,基于STC32单片机的家居空气质量检测系统
2730,\liujianqi1688\usb-yi-fen-er-shu-ju-xian,USB一分二接口
2731,\mhrrrrr\liang-shan-pai-zhi-neng-xiao-che,梁山派智能小车
2732,\qaz123456qa\single-chip-microcomputer-heatin,基于STC32G12K128K的最小系统板
2733,\tel_18624337757\five-wire-steering-gear-to-seria,五线舵机改串口舵机
2734,\suxinyu\spring-and-autumn-fpv-no.1,赤井一号开发板
2735,\frostcc\stc8h8k64u-he-xin-ban1,STC8H8K64U核心板_已验证_
2736,\sunnyplus\stc32g12k128-lqfp32-v10,STC32G12K128核心板
2737,\malingshu\stc8h8k64u-minimum-development-b,STC32G12K128最小开发板
2738,\dingcheng\stc32g-multipurpose-development-,STC32G_STC8H最小系统开发验证板
2739,\yfq13093188206\stc32g12k128-development-board,STC32G12K128自动下载调试神器
2740,\xueke009\stc8h-remote-control-car,STC8H_遥控小车
2741,\chenrunyu\4-way-brushless-motor-control-bo,4路无刷电机控制板
2742,\hnsyyxf\stc-heating-table,STC加热台
2743,\rushairer\ip3005a-over-release-protection,IP3005A过放保护
2744,\liao1994102\blheli_s-wu-shua-dian-diao-copy_2024-06-22_18-02-05,BLHeli_s无刷电调_
2745,\elinm\ams1117,基于MP2359的SOT_223封装模块（AMS1117封装）
2746,\czy10\ina_project_new,基于INA219与单片机的能耗分析系统
2747,\e0516\ft-568-bat,FT_568_BAT
2748,\regy2004\chuan-kou-jia-gong-ju-esp8266-esp32,串口夹工具ESP8266_ESP32
2749,\rushairer\tp4056-ip3005a-chong-fang-dian-mo-kuai,TP4056+IP3005A充放电模块
2750,\wandaeda\ji-yu-ch334r-de-usb-hub,基于_CH334R_的_USB_Hub
2751,\yongchen\design-of-oled-clock-based-on-es,基于esp01s的oled时钟设计
2752,\lsanor\j-link-ob-32f103_v1-3_24-06-14,J_Link_OB_32f103_V1.3，软硬件全面升级
2753,\lsanor\jlink-ob_32f072_v1-2,J_Link_OB_32f072_V1.3，升级版
2754,\user_244439775\esp32c3,esp32c3开发板
2755,\loveliang\stc8h8k64u-minimum-system,STC8H8K64U最小系统
2756,\xh_timmo\mp2236-5v,MP2236_5V电源转换模块
2757,\muyizz\feng-shan-kong-zhi-qi,风扇控制器
2758,\ftp_li\wo-de-shi-jie-tie-jian,Minecraft《我的世界》PCB工具制造大冒险
2759,\rushairer\sx1308_-sheng-ya-mo-kuai,SX1308_升压模块
2760,\rushairer\tp5400-18650,基于TP5400_可边充边放_5V输出_的_18650电池模块
2761,\rushairer\usb-hub,1进3出_支持串口的USB_HUB
2762,\blue_memory\tps5450_10-36v_to_5v,tps5450_10_36v_to_5v
2763,\isninesun\esphexo,ESPHexo__在你的ESP32上运行Hexo博客
2764,\jianjixingshi\an-jian-kong-zhi-led2,PCB设计手把手教学视频_项目1_按键控制LED
2765,\jianjixingshi\gong-lv-fang-da-dian-lu_transfer,PCB设计手把手教学视频_项目2_功率放大电路
2766,\jianjixingshi\zhu-ting-qi-dian-lu,PCB设计手把手教学视频_项目3_助听器电路
2767,\dio_smallcookie\chao-sheng-bo-cs100a-mo-kuai,基于51单片机的超声波测距
2768,\2211john\zi-suo-qing-chu-kai-guan,51单片机_普中A2_冷启动按键
2769,\6701415a\flashlight-re-pro,一款基于ATmega328P主控的高亮度手电筒
2770,\xionglongztz\4-in-2-out-audio-channel-switcher,4进2出音频通道切换器
2771,\wjw02\stm32h750-kai-fa-ban,STM32H750VBT6开发板
2772,\samomi\atmega16-kai-fa-ban,ATMEGA16_开发板(已验证)
2773,\handsomemingyuli\fm-mixer-transceiver,调频FM&混频收发机_
2774,\njyq2008\replicated-little-bee-b1-cp,_开源复刻_Little_Bee_V1_高频交直流电流探头
2775,\func\jiang-ya-mo-kuai-sy8401,[降压模块]sy8401
2776,\urmouky\tou-ying-ji-gai-zhuang-yong-da-gong-lv-led-deng-ban,超大功率LED灯板__投影机光源
2777,\oldganver\zhuo-mian-mo-fang-jin-dian-lu,ESP32桌面魔方（仅电路）
2778,\qiuzhihhq\esp01s-wifi-wireless-temp-humi,ESP01S_WIFI无线温湿度采集传输模块
2779,\guojiajia\ch340k_usb_to_uart,ch340k_USB转串口小板
2780,\wyh_none\gao-jing-du-dian-rong-ce-shi-yi,高精度电容测试仪
2781,\o0v0o\tja1050t-can-shou-fa-qi-xiao-ban,TJA1050T_CAN收发器小板
2782,\mynewworldyyl\chuan-kou-wang-ka-kai-yuan-ban,串口网卡开源版
2783,\fsfsh\qau-qing-dao-nong-ye-da-xue-xiao-yuan-di-tu,广东机电职业技术学院地图NFC
2784,\lsz642414534\stm32h750-duo-gong-neng-kai-fa-ban,STM32H750多功能开发板
2785,\yangzen\gai-yan-se-di-guan,丐颜色滴管
2786,\smile_shao\stc51_p,51单片机一键自动下载无需掉电重启
2787,\chenrunyu\stc32g12k128coreboard,STC32G12K128核心板
2788,\yaoccc\yaoyao,[YAO]五传感器板(功率_光照_温湿度_陀螺仪_大气压)
2789,\maomao66\xun-ji-bi-zhang-zhi-neng-xiao-che-de-she-ji-yu-shi-xian-shu-ju-cai-ji-bu-fen,基于STM32的循迹避障智能小车与遥控手柄
2790,\timing5\tai-shan-pai-wai-ke-she-ji,EDA版绘制泰山派主动散热3D外壳
2791,\etberzin\xl4005-bu-shi-lv-ji-ban,XL4005_降压模块不是铝基板_R2
2792,\maicostow\lw_diy-yin-xiang,DIY蓝牙功放
2793,\qian-nian-gong-zuo-fang\pcb-shu-qian-2-dai-usb-hub-du-ka-qi-kai-yuan-ban,PCB书签2代（USB_HUB+读卡器）
2794,\qiuzhihhq\usb-three-axis-magnetic-field,USB三轴磁场传感器电子指南针
2795,\sjncj\pcb-gong-cheng-wen-jian-zhi-neng-yu-yin-fen-lei-la-ji-tong-xi-tong-ban-3-0,智能语音分类垃圾桶系统板3.0
2796,\smile-ing\ji-yu-shou-ji-wifi-kong-zhi-de-zhi-neng-deng-ju,基于手机WiFi控制的智能灯具
2797,\yc15302549715\oled-wen-du-ji,AHT20+BMP280_stm32_温度湿度气压计
2798,\ssj1322320585\rtl8156b,_USB网卡_USB3.0的2.5G速率USB网卡
2799,\ayssn\z80-sbc-v2,手搓8位计算机：Z80_V2
2800,\axcpyingdi\stm32-dian-zi-qin-and-lan-ya-yin-le-bo-fang-qi,_小课设_STM32电子琴and蓝牙音乐播放器
2801,\yanqisui\ch32v208g-link,无线双核下载调试器_ARM+RISC_V_WCH_LinkW
2802,\xyfd\lpda1300,对数周期天线，工作频率在1300MHz以上，附带手柄模型文件
2803,\etberzin\usb2-0-hub,USB2.0_HUB
2804,\yangzen\wo-zai-li-chuang-xiang-mo-yu,网红路牌外观的触摸条
2805,\chuiyu\starry-night-light,星空小夜灯
2806,\712897a\t12-han-tai,T12焊台(STC15W408AS)
2807,\harrrrrr\ji-yu-wu-sa-qi-de-yu-yin-kong-zhi-qi,537语音控制器
2808,\liuzewen\wch-linkw,WCH_LinkW仿真器
2809,\king3\open-blitz0,ESP12F远程开机工具
2810,\mark_evan\four-channel-electronic-governor,四通道电子调速器__基于BLHeli方案
2811,\yushanzhongluo\new-project_2024-01-12_21-31-58,海康4117热成像双头紧凑版
2812,\tsy2001\at32f413-permanent-magnet-synchr,AT32F413永磁同步电机驱动板无感FOC
2813,\zyq2793025956\h6_6layer_lpddr3,H6_4layer_lpddr3
2814,\fxue\he-zhou-air780eg-gps-ding-wei-qi,合宙AIR780EG_GPS定位器
2815,\lsanor\daplink-hs_v2-1_24-06-16,DAPLink_HS_V2.1，升级版
2816,\fushenxiao\fthr-g0001-kuo-zhan-ban,FTHR_G0001扩展板
2817,\Sark1tama\738036c0ae3a49afaf6508110a00fdf5,SlimeVR_Tracker_32_901S_342
2818,\gugu_up\bi-ye-she-ji-_-di-ban,六轴机械臂
2820,\maxic\tmp126_module,TMP126数字温度传感器模块及其驱动程序
2821,\fanyd666\wifi-light-controller,WIFI灯光控制器
2822,\jz8880\stc15-internet-of-things-develop,STC15物联网开发板
2823,\dmbot\wheel-legged-fen-dian-ban,Wheel_legged_分电板
2824,\takanishi.rikka\chu-mo-an-jian-duan-ma-lcd-qu-dong-xian-shi-rtc-shi-shi-shi-zhong,触摸按键+段码LCD驱动显示+RTC实时时钟
2825,\xmqor\stc-chu-mo-an-jian-yan-shi-ban-eda-ban,STC触摸按键演示板EDA版
2826,\rgblimp\rgblimp-q,机器人滑翔飞艇_RGBlimp_Q_控制板
2827,\detectivew\tps5430,TPS5430输出12V
2828,\cairs\openmv4-four-layer-board-design,openmv4_四层板设计
2829,\chenrunyu\xr32f429coreboard,XR32F429开发板
2830,\chenrunyu\dian-ji-zhuan-jie-ban,三相八线电机转接板（带霍尔）
2831,\chenrunyu\foc-fang-an-yan-zheng-ban-drv8353f,FOC方案验证版（DRV8353F）
2832,\dmjkun\tai-shan-pai-10-1-cun-ping-mu-kuo-zhan-ban-ji-cheng-gong-dian-yin-pin-chuan-kou-rtc,泰山派10.1寸屏幕扩展板_集成供电、音频、串口、RTC
2833,\walkline\keypad-board,Keypad_without_MCU
2834,\t-jupiter\leb-4-3rgb_v1-2,LEB_4.3RGB_V1.1
2835,\ilovexpt\4056,小白自制4056锂电池充电板适配1.25.1.5.2.0端子
2836,\sta2021817051\l298n-four-electric-drive-board,L298N_四电驱动板
2837,\lovelessing\mipi-ping-zhuan-jie-fpc,MIPI屏转接FPC
2838,\jasonyang17\100m-luo-ji-fen-xi-yi-dai-io-bao-hu-shu-mei-pai-pico,树莓派逻辑分析仪
2839,\bingo1350\foc_ch32v307_3-0,基于CH32V307的有感FOC无刷直流电机驱动控制器
2840,\tyqq\touch-small-fan,触摸小风扇
2841,\shilihualang\lao-wu-7-5-cun-mo-shui-ping,桌面7.5寸墨水屏开发板
2842,\dingwoshangqu\usb-yu-yin-deng,USB语音灯
2843,\wenniubi\based-on-esp-series-bluetooth-control-fan,基于ESP8266芯片的ESP_NOW控制风扇
2844,\lord_lorde\stm32f103c8t6-kai-fa-ban-arduino-ban-xing,STM32F103C8T6__arduino开发板
2845,\kangkangy\electronic-pet-dog,电子宠物狗
2846,\yuyuhn\esp8266-485-2,ESP8266_485
2847,\337qqx\stepless-dimming-photosensitive-,无极调光、光敏人体感应灯
2848,\kenengbu\xiao-ai-classmate-light-belt,小爱同学氛围灯带
2849,\fsfsh\summer-air-conditioning-remote-c,夏日空调遥控器
2850,\maicostow\desktop-charging-dock,桌面充电坞
2851,\t_a_n\zhuang-jia-ban-qu-dong-ban,装甲板驱动板
2852,\wwwxxb\small-motor-drive-scheme-at8833,小型双通道电机驱动方案_AT8833
2853,\lantiandelan\summer-electronic-fun-plan-diy-project,多功能户外应急充电宝（含蓝牙音箱、照明、电机功能）
2854,\eyes221\ws2812-up-to-the-wings,ws2812高达翅膀
2855,\lucky1001\esp32-s3-smart-watch,ESP32_S3智能手表
2856,\zning\leds-ren-ti-gan-ying-deng-_2023-03-16_10-19-16,人体感应灯_开源分享V1.0
2857,\jmks\at32f421c8t7-zui-xiao-xi-tong,CH32V203C8T6最小系统
2858,\zning\guang-gan-deng,光_Mini_一键三连信仰灯_开源分享__
2859,\zning\zhi-neng-men-suo-_2023-03-10_16-16-44,十元自制智能门锁_V1.0
2860,\zning\carbon-zhi-neng-chuang-lian-1-5_2023-03-16_10-28-53,Carbon_智能窗帘_V1.5
2861,\ball_lightning\mspm0-multi-function-development,焊台排烟风扇
2862,\darling_astolfo\dc-di-ya-heng-wen-lv-ji-ban-jia-re-tai,AIR001加热台
2863,\zengxianhui\ch340g-c-xia-zai-qi,CH340G_C按键冷启动下载器
2864,\x2238379385\outdoor-portable-fishing-air-pump,户外便携钓鱼气泵
2865,\xljxlj\san-he-yi-xia-zai-qi,英飞凌MiniWiggler三合一下载器
2866,\liuming\robot-joint,DIY低成本FOC关节电机
2867,\ocean.h\atmospherefan,蓝牙小风扇
2868,\tmt-open-source-project\ip2363-verification-board,IP2363验证板
2869,\mark_evan\multi-type-motor-drive-algorithm,多种类电机驱动算法学习板V1.0
2870,\q508\smart-camping-lamp,超亮“小太阳“
2871,\unhan\tu-longdao-third-generation-re-e,屠龙刀第三代复刻
2872,\doob\shuang-lu-ip6505t-jiang-ya-chong-dian-dian-lu-v2,双路IP6505T降压充电电路V2
2873,\applenana\apams,APAMS控制板
2874,\dzq201314\low-cost-expansion-based-on-hs88,基于HS8836A的低成本拓展
2875,\redstone1024\5v3atype-c-female-to-male-decoy-,5V_3A_Type_C_母到公诱骗_支持_USB_2.0
2876,\1wddk\adjustable-power-supply,可调节电源
2877,\laobainb\simple-intercom,简易收音机
2878,\laobainb\jian-yi-shou-yin-ji-esp32-ban,简易收音机esp32版
2879,\gx1996liu\summer-cool-artifact-886402a,夏日清凉神器886402A
2880,\zz56464123455\ji-yu-li-chuang-liang-shan-pai-de-guang-qiang-ce-liang-ji-she-ji,基于立创·梁山派的光强测量计设计
2881,\boernengji\intelligent-model-aircraft-polymer-lithium-ion-battery-balance-discharger,智能航模聚合物锂离子电池平衡放电器
2882,\erjin\rgb-snowflake-atmosphere-light,RGB雪花氛围灯_图形编程
2883,\include\tao-jing-chi-chuan-kou-ping-xia-,陶晶池串口屏下载器
2884,\hzp345\stm32f103rct6-extended-edition,STM32F103RCT6扩展版
2885,\lost09\pixhawk-pix4-248-version-reduced,pixhawk_pix4_2.4.8版本飞控（缩水版）
2886,\double_mumu\da-ping-zhi-neng-bu-guang-deng-zui-xin-ban,大屏智能摄影补光灯2.0版本
2887,\hgq21102\2024-06-04,九阳无人破壁豆浆机(自动清洗)，而无损接入HA(ESPHome)
2888,\chimchim4482\magic-network-radio,魔改一只网络收音播播机！
2889,\mrrjoker\burn-probe--127mm-with-common-sp,烧录探针_常用间距2.54mm和4pin的1.27mm
2890,\swtman\mini-alarm-clock,_夏日电子趣玩计划征集令_迷你时钟
2891,\yaochi\orangepi-zero3-exp,香橙派Zero3_扩展板_适用于3D打印机
2892,\solarcrossing\rh6618-touch-night-light,RH6618触摸小夜灯
2893,\milintx\electronic-summer,夏日户外充电宝
2894,\jun_1234\summer-cool-small-fan,基于STM32双驱动转速可调直流电机的暴力小风扇
2895,\jmks\mo-kuai,WCHLink
2896,\sunhaoqin\csk6011,人脸识别小相机
2897,\lcsc-examples\example_fpc-finger-design,示例工程_FPC金手指设计
2898,\heisenberglabor\bi-ye-ji-nian-pin-zui-zhong-ban,_重庆工程学院_PCB校园卡&校园地图&毕业纪念品_
2899,\chxaitz\zi-wai-xian-zhi-shi-qi,紫外线强度指示器
2900,\applenana\ap-ams-control-panel-30,AP_AMS控制板3.0
2901,\xgjing\development-of-ammeter-based-on-,基于51单片机开发电流表
2902,\jiqiren01\tita-kuo-zhan-jie-kou-kai-yuan-2024-0620,TITA扩展接口开源2024_0620
2903,\wwwqq.com\foc-xue-xi-ban-2-0,STM32G431FOC学习板2.0
2904,\oldfang\ye-yu-wu-xian-dian-hu-hao-pai,业余无线电呼号牌byBD3QHR
2905,\baobaoa\3-2-cun-lcd,老王TFT1P7148_4块6的3.2寸LCD
2906,\yc_chen\py32f002bf15p,PY32F002BF15P开发板
2907,\oilen\disposable-proximity-space-atmospheric-environment-monitor,邻近空间大气环境温度无线监测器
2908,\ewecan\cheesearduinouno,Cheez_Arduino_Uno
2909,\dkingalpha\display-mipi-adapter,泰山派触摸屏转接板_E549FMDE转MIPI+TP
2910,\torah\xiaoqian-home,聂小倩之家
2911,\nnnno\hang-deng-_open,宽电压（24V~34V6S~8S）航灯
2912,\2022-2wangxiong\not-descriptable,智能时钟
2913,\ayssn\z80-sbc,Z80模块化计算机
2914,\qing_yi_sha_na\base-and-gl3224usb30-card-reader,基与GL3224usb3.0读卡器
2915,\zlh94666\smart-home-assistant,智能家居助手
2916,\xiao_wine\si-xian-wu-shua-feng-shan-pwm-diao-su-ban-copy_2024-04-01_23-33-51,[已验证]_PWM风扇调速
2917,\animal\esp32-s3-wroom-1-development-boa,ESP32_S3_WROOM_1开发板
2918,\dczyewen\xilinx-jtag-debugger-converter,Xilinx_JTAG_Debugger_Converter
2919,\bg2vmr\summer-violence-elimination-fan,_夏日户外露营消暑防暴风扇（6108724A）
2920,\xv_9\2023-TIbei,2023电赛J题_线路故障自动检测系统_等长差分队
2921,\cmdiy\new-project_2023-03-22_16-36-00,不跑调的ne555电子琴
2922,\miyazakikazusa\19pad-numeric-keypad,19pad_数字小键盘
2923,\ping_hope\liang-shan-pai-you-xi-ji-kuo-zhan-ban-v1-0,_梁山派_游戏机扩展板v1.0
2924,\yanqisui\xun-ji-mo-kuai-dai-zhuang-ji-jian-ce-chao-sheng-bo,三合一扩展板_红外寻迹模块_撞击检测_超声波避障
2925,\infinite_future\ren-lian-shi-bie-xiao-xiang-ji,人脸识别小相机_修改版
2926,\liukong987\electronic-mosquito,stm32环保风扇
2927,\hantsycoun\summer-atmosphere-lamp,夏日氛围灯
2928,\c8h11n\desktop-ornaments,基于esp8266的WiFi桌面摆件
2929,\beartwo\stm32h723-development-board,基于STM32G431的高精度功率计
2930,\qiangpeng\stm32-simple-oscilloscope,#训练营#STM32简易示波器
2931,\andylauren\hi-12f-ji-yu-an-xin-ke-hi-12f-mo-kuai-de-kai-fa-ban,_HI_12F_基于安信可hi_12f模块的开发板
